Country,Year,Employment,Employment females,Employment females as % of employment,Employment in agriculture,Employment in agriculture as % of employment,"Employment in agriculture, index",Employment in industry,Employment in industry as % of employment,"Employment in industry, index",Employment in services,Employment in services as % of employment,"Employment in services, index",Employment males,Employment males as % of employment,"Employment, index",Females self-employment % fem employment,Females unemployment % of fem lab force,Labour force,Labour force females,Labour force males,"Labour force, index",Males self-employment % mal employment,Males unemployment % of mal lab force,Rate of Unemployment as % of Labour Force,Self-employment,Self-employment % of employment,Unemployment,"Unemployment females , (‘000)","Unemployment males , (‘000)"
Luxembourg,2015,257.45,116.275,45.16411,,,,26.825,10.4195,100,,,,141.175,54.83589,100,,7.327219,275.875,125.475,150.375,100,,6.118094,6.658826,,,18.375,9.2,9.2
Luxembourg,2016,260.475,117.675,45.17708,,,,25.775,9.895384,96.08574,,,,142.825,54.83252,101.175,,6.628283,277.975,126.025,151.975,100.7612,,6.019474,6.285928,,,17.475,8.35,9.15
Luxembourg,2017,271.85,125.7,46.23874,3.125,1.149531,,23.125,8.50653,86.20689,245.6,90.34394,,146.15,53.76126,105.5933,,5.50361,287.75,133,154.725,104.3045,,5.524371,5.516146,,,15.875,7.325,8.55
Luxembourg,2018,279.9,129.5,46.26653,2.675,0.9556985,,27.6,9.860664,102.8891,249.625,89.18364,,150.375,53.72454,108.7201,,5.867032,296.475,137.6,158.85,107.4671,,5.336565,5.582682,24.025,8.583423,16.55,8.075,8.475
Mexico,2005,42079.14,15391.95,36.57858,6219.011,14.77932,92.21622,10760.54,25.57216,86.05894,25099.58,59.64851,80.0275,26687.19,63.42142,83.14173,35.37063,3.905207,43631.5,16016.76,27614.74,82.47121,35.71515,3.359733,3.559639,14975.6,35.58913,1552.365,624.8095,927.555
Mexico,2006,43378.46,16140.34,37.20818,6126.667,14.12375,90.84694,11191.3,25.79921,89.50395,26060.49,60.07703,83.09128,27238.12,62.79182,85.70899,35.03113,3.877446,44982.52,16792.28,28190.24,85.02488,34.55684,3.376423,3.563787,15066.78,34.73331,1604.057,651.9435,952.113
Mexico,2007,44231.25,16600.21,37.5305,6044.91,13.6666,89.63463,11417.7,25.81365,91.31461,26768.64,60.51974,85.34913,27631.04,62.4695,87.39396,35.15574,4.016449,45904.54,17294.29,28610.25,86.76766,33.99402,3.423312,3.646557,15228.83,34.43002,1673.292,694.077,979.215
Mexico,2008,44943.53,16802.84,37.38656,6113.603,13.60285,90.65321,11297.48,25.13706,90.35314,27532.45,61.26009,87.78445,28140.69,62.61344,88.80132,34.60822,4.068995,46769.21,17515.44,29253.77,88.40205,33.00124,3.804234,3.903704,15101.94,33.60203,1825.687,712.5992,1113.088
Mexico,2009,45435.35,17108.58,37.65478,6217.293,13.68382,92.19075,10858.86,23.89959,86.84525,28359.2,62.41658,90.42046,28326.77,62.34522,89.77308,35.12421,5.362389,48018.36,18081.03,29937.33,90.76316,33.81583,5.378036,5.374184,15588.19,34.3085,2583.01,972.4512,1610.559
Mexico,2010,46121.62,17314.13,37.54015,6365.815,13.80224,94.39305,11054.57,23.9683,88.41042,28701.24,62.22947,91.51102,28807.49,62.45985,91.12904,34.32875,5.207111,48717.79,18265.84,30451.95,92.0852,32.83472,5.400202,5.328623,15402.58,33.39558,2596.168,951.7142,1644.453
Mexico,2011,47138.89,17753.2,37.66148,6394.483,13.5652,94.81815,11237,23.83807,89.86944,29507.4,62.59674,94.08141,29385.69,62.33852,93.139,34.6708,5.156607,49721.7,18718.24,31003.46,93.98277,33.04036,5.21859,5.195428,15864.31,33.65441,2582.815,965.0397,1617.775
Mexico,2012,48706.73,18583.5,38.15386,6622.947,13.5976,98.20583,11489,23.58812,91.88486,30594.79,62.81428,97.54842,30123.23,61.84614,96.23682,34.41912,4.915894,51228.77,19544.93,31683.84,96.83139,32.07441,4.92588,4.922576,16058.13,32.96901,2522.033,961.4272,1560.606
Mexico,2013,49227.31,18829.19,38.24948,6665.526,13.5403,98.8372,11743.5,23.85565,93.92023,30818.29,62.60405,98.26103,30398.12,61.75052,97.2654,33.68137,4.987776,51787.09,19817.76,31969.33,97.88671,32.44319,4.915288,4.943156,16204.05,32.91679,2559.774,988.5665,1571.208
Mexico,2014,49415.41,18678.82,37.79959,6750.548,13.66082,100.0979,12026.37,24.33728,96.1825,30638.5,62.00191,97.68779,30736.59,62.20041,97.63705,32.71753,4.874411,51924.05,19635.91,32288.14,98.1456,31.85994,4.804971,4.831213,15903.91,32.1841,2508.642,957.09,1551.552
Mexico,2015,50611.33,19227.63,37.99076,6743.945,13.32497,100,12503.69,24.70532,100,31363.69,61.96971,100,31383.7,62.00924,100,32.89042,4.472813,52905.13,20128.21,32776.91,100,31.58715,4.250906,4.335648,16237.26,32.08227,2293.793,900.578,1393.215
Mexico,2016,51594.75,19695.56,38.17357,6710.256,13.0057,99.50047,13056.79,25.30644,104.4235,31827.7,61.68786,101.4794,31899.19,61.82643,101.9431,32.55597,3.943103,53679.95,20504.04,33175.91,101.4646,31.10104,3.849379,3.885324,16333.06,31.65644,2085.206,808.4847,1276.721
Mexico,2017,52340.75,19912.58,38.04412,6811.269,13.01332,100.9983,13377.07,25.55766,106.985,32152.41,61.42902,102.5147,32428.17,61.95588,103.4171,31.60697,3.623587,54204.27,20661.24,33543.03,102.4556,31.35384,3.323648,3.437978,16461.24,31.45014,1863.517,748.6592,1114.858
Mexico,2018,53721.2,20568.81,38.28806,6826.48,12.70724,101.2238,13773.61,25.63905,110.1563,33121.11,61.65371,105.6033,33152.39,61.71194,106.1446,31.84607,3.44296,55554.91,21302.6,34252.32,105.0086,31.50761,3.210789,3.299814,16995.88,31.6372,1833.722,733.7955,1099.926
Netherlands,2005,7831.4,3446.2,44.0049,257.725,3.290919,144.83,1586.125,20.2534,125.8105,5987.55,76.45568,87.02834,4385.25,55.99574,94.1424,10.38027,6.915577,8319.975,3702.125,4617.9,93.14248,16.25335,5.037436,5.873712,1070.425,13.66837,488.6,255.95,232.625
Netherlands,2006,7956.45,3522.625,44.27383,259.2,3.257734,145.6589,1594.675,20.04254,126.4887,6102.575,76.69972,88.70022,4433.875,55.7268,95.64564,10.75902,6.155812,8375.475,3753.6,4621.85,93.7638,16.38691,4.068785,5.004153,1105.525,13.8947,419,231,188
Netherlands,2007,8186.675,3655.325,44.64969,241.825,2.953885,135.8949,1568.575,19.1601,124.4185,6376.275,77.88602,92.67841,4531.325,55.35001,98.41321,10.68304,5.206562,8541.375,3855.925,4685.45,95.62106,16.83834,3.289138,4.154393,1153.55,14.09058,354.675,200.6,154.075
Netherlands,2008,8377.925,3765.65,44.94729,249.9,2.982839,140.4327,1510.075,18.02445,119.7783,6617.95,78.99271,96.19113,4612.225,55.05212,100.7122,10.98615,4.473104,8695.65,3941.925,4753.725,97.34818,17.08665,2.97724,3.655021,1201.775,14.34454,317.75,176.275,141.5
Netherlands,2009,8383.4,3799.925,45.32678,241.3,2.878307,135.5999,1427.225,17.02442,113.2067,6714.875,80.09727,97.59993,4583.45,54.67292,100.7781,11.52589,4.917779,8764.4,3996.5,4767.925,98.11784,17.56646,3.869509,4.347569,1243.075,14.82781,380.975,196.525,184.45
Netherlands,2010,8289.675,3788.675,45.70354,229.425,2.767599,128.9267,1326.45,16.00123,105.2133,6733.8,81.23117,97.875,4501,54.29646,99.65139,11.47565,5.54479,8724.95,4011.05,4713.9,97.67619,18.13041,4.515946,4.989325,1250.85,15.08925,435.3,222.375,212.9
Netherlands,2011,8291.375,3816,46.02373,205.95,2.483907,115.7348,1270.3,15.32074,100.7595,6815.125,82.19535,99.05705,4475.425,53.97688,99.67182,11.55922,5.41283,8725.675,4034.425,4691.275,97.6843,18.21503,4.601452,4.976648,1256.25,15.15129,434.3,218.425,215.875
Netherlands,2012,8345.1,3844.5,46.06895,205.125,2.458029,115.2711,1291.675,15.47824,102.4549,6848.3,82.06373,99.53925,4500.6,53.93105,100.3177,11.69138,6.229151,8860.9,4099.9,4761,99.19816,18.4992,5.469067,5.820699,1282.05,15.36291,515.8,255.4,260.4
Netherlands,2013,8285.175,3826.5,46.1849,159.1,1.920297,89.40714,1254.2,15.13788,99.48244,6871.875,82.94182,99.8819,4458.675,53.8151,99.59729,12.23834,7.301863,8932.15,4127.975,4804.2,99.9958,19.32581,7.192367,7.242696,1329.925,16.05186,646.95,301.425,345.55
Netherlands,2014,8236.075,3776.375,45.85163,174.025,2.11296,97.79433,1232.025,14.95889,97.72353,6830.025,82.92815,99.27362,4459.675,54.14806,99.00706,12.66956,7.746327,8895.75,4093.45,4802.325,99.5883,19.95661,7.134919,7.416319,1368.45,16.61532,659.7,317.05,342.65
Netherlands,2015,8318.675,3836.275,46.11642,177.95,2.139163,100,1260.725,15.15536,100,6880,82.70548,100,4482.425,53.88388,100,13.36453,7.274143,8932.525,4137.15,4795.35,100,19.81684,6.525611,6.87228,1400.975,16.84132,613.85,300.925,312.925
Netherlands,2016,8427.075,3890.65,46.16845,175.125,2.078123,98.41248,1275.925,15.14078,101.2057,6976.025,82.7811,101.3957,4536.4,53.83125,101.3031,13.2375,6.509336,8965.55,4161.425,4804.125,100.3697,19.8814,5.573468,6.00791,1416.925,16.81396,538.5,270.775,267.725
Netherlands,2017,8604.825,3987.45,46.3397,176.05,2.045945,98.93228,1282.45,14.90385,101.7232,7146.325,83.05021,103.871,4617.375,53.6603,103.4398,13.22462,5.257059,9042.35,4208.625,4833.725,101.2295,19.7661,4.477647,4.840418,1440,16.7348,437.55,221.175,216.375
Netherlands,2018,8797.975,4093.4,46.52662,166.775,1.895607,93.72015,1285.275,14.60876,101.9473,7345.925,83.49564,106.7722,4704.6,53.47367,105.7617,13.16326,3.959554,9148.425,4262.025,4886.4,102.417,19.7631,3.721625,3.832352,1468.55,16.69191,350.425,168.625,181.8
New Zealand,2005,2082.325,962.075,46.20196,143.975,6.914146,99.55056,465.8,22.36923,91.54874,1472.55,70.71663,86.44008,1120.25,53.79804,88.34735,13.40852,4.15,2164.875,1003.7,1161.2,86.9227,22.94131,3.525,3.825,386,18.53697,82.525,41.65,40.9
New Zealand,2006,2131.5,985.9,46.25381,148.575,6.970443,102.7312,483.2,22.66948,94.96855,1499.725,70.36008,88.03528,1145.6,53.74619,90.43372,12.57734,4.2,2216.875,1029.1,1187.75,89.01057,22.0845,3.525,3.85,377,17.68707,85.375,43.2,42.175
New Zealand,2007,2168.5,1007.65,46.46761,150.15,6.924141,103.8202,482.2,22.23657,94.77201,1536.15,70.83929,90.17346,1160.825,53.53124,92.00352,12.60358,3.875,2249.35,1048.3,1201.075,90.31448,21.19182,3.35,3.575,373,17.20083,80.875,40.65,40.25
New Zealand,2008,2175.9,1019.625,46.85992,144.65,6.647824,100.0173,475.625,21.85877,93.47976,1555.625,71.49341,91.31667,1156.275,53.14008,92.31748,12.55363,4.1,2266.95,1063.35,1203.6,91.02115,21.44818,3.925,4.025,376,17.28021,91.075,43.75,47.325
New Zealand,2009,2147.025,1011.425,47.10821,139.35,6.490376,96.35264,448.225,20.87656,88.09454,1559.45,72.63306,91.54119,1135.6,52.89179,91.0924,11.86445,5.8,2279.775,1073.675,1206.075,91.53609,20.51779,5.825,5.825,353,16.44135,132.75,62.25,70.5
New Zealand,2010,2156.65,1012.85,46.96404,145.3,6.737301,100.4667,445.15,20.64081,87.49017,1566.2,72.62189,91.93742,1143.775,53.0348,91.50076,11.84776,6.4,2297.875,1082.425,1215.45,92.26283,20.10885,5.875,6.15,350,16.22887,141.25,69.55,71.675
New Zealand,2011,2188.175,1032,47.16259,151.175,6.908725,104.529,438.75,20.05095,86.23232,1598.25,73.04032,93.81879,1156.175,52.83741,92.83828,12.6938,6.2,2327.075,1099.85,1227.25,93.43525,20.49863,5.8,5.95,366,16.72627,138.925,67.825,71.125
New Zealand,2012,2183.475,1034.275,47.3683,147.45,6.752997,101.9533,433.125,19.8365,85.12677,1602.9,73.41051,94.09175,1149.175,52.63055,92.63887,12.37582,6.7,2332.975,1108.575,1224.425,93.67214,20.36243,6.15,6.4,363,16.62488,149.5,74.3,75.2
New Zealand,2013,2226.9,1054.725,47.36293,143.6,6.448426,99.29127,441.15,19.81005,86.70401,1642.15,73.74152,96.39576,1172.2,52.6382,94.48128,11.66181,6.4,2363.1,1126.45,1236.675,94.88171,18.76813,5.225,5.75,343,15.40258,136.2,71.725,64.475
New Zealand,2014,2305.325,1089.75,47.27099,144.025,6.247492,99.58514,471.8,20.46566,92.72799,1689.5,73.28685,99.17525,1215.575,52.72901,97.80863,11.83758,6.075,2436.275,1160.3,1275.975,97.81978,18.34523,4.725,5.375,352,15.269,130.95,70.575,60.375
New Zealand,2015,2356.975,1112.65,47.2067,144.625,6.136043,100,508.8,21.58699,100,1703.55,72.27696,100,1244.35,52.79436,100,11.50407,5.875,2490.575,1181.9,1308.7,100,17.67991,4.9,5.35,348,14.76469,133.6,69.275,64.35
New Zealand,2016,2465.55,1163.8,47.20245,160.425,6.506662,110.9248,497.025,20.15879,97.68573,1808.1,73.33455,106.1372,1301.75,52.79755,104.6065,14.34954,5.475,2598.175,1231.275,1366.85,104.3203,21.04859,4.775,5.1,441,17.88648,132.6,67.475,65.125
New Zealand,2017,2567.925,1209.05,47.08276,159.75,6.220976,110.4581,526,20.48347,103.3805,1882.175,73.29556,110.4855,1358.875,52.91724,108.95,15.05314,5.2,2694.55,1275.55,1419.05,108.1899,21.70914,4.225,4.7,476,18.53637,126.625,66.475,60.175
New Zealand,2018,2635.45,1248.35,47.36762,152.55,5.788385,105.4797,521.525,19.78884,102.501,1961.375,74.42278,115.1346,1387.1,52.63238,111.8149,14.57924,4.45,2753.825,1306.775,1447.075,110.5698,21.41158,4.15,4.3,480,18.21321,118.375,58.4,60
Norway,2005,2282.625,1078.25,47.23728,60.375,2.644981,113.9689,475.775,20.84333,89.72231,1746.475,76.51169,84.87304,1204.4,52.76381,86.43033,4.444702,4.190469,2387.2,1125.4,1261.8,86.50607,10.08593,4.550795,4.380952,169.375,7.420185,104.6,47.175,57.425
Norway,2006,2352.975,1110.25,47.18495,62.85,2.671087,118.6409,489.75,20.81408,92.35774,1800.375,76.51484,87.49241,1242.75,52.81612,89.09409,4.866021,3.34381,2435.75,1148.675,1287.125,88.2654,11.6717,3.449817,3.399901,199.05,8.459503,82.775,38.4,44.375
Norway,2007,2434.15,1152.7,47.35534,56.5,2.321139,106.6541,515.275,21.16858,97.17128,1862.375,76.51028,90.50541,1281.45,52.64466,92.16774,4.639108,2.423234,2496.425,1181.325,1315.075,90.46411,11.01487,2.558915,2.495641,194.65,7.996631,62.25,28.6,33.625
Norway,2008,2513.7,1190.625,47.36544,64.625,2.570911,121.9915,516.55,20.54939,97.41172,1932.525,76.8797,93.91447,1323.05,52.63357,95.17986,4.428347,2.361515,2579.475,1219.425,1360,93.47363,10.79513,2.716707,2.549649,195.575,7.780364,65.775,28.8,36.95
Norway,2009,2499.475,1190.175,47.617,67.45,2.698567,127.3242,505.025,20.20524,95.23832,1927,77.09619,93.64597,1309.25,52.381,94.64124,4.866931,2.603595,2579.5,1222,1357.5,93.47454,,3.551968,3.1025,201.975,8.080697,80.05,31.825,48.225
Norway,2010,2500.775,1186.025,47.4263,63.7,2.54721,120.2454,492.275,19.6849,92.83391,1944.8,77.76789,94.51099,1314.75,52.5737,94.69046,,2.939584,2592.05,1222,1370.075,93.92932,,4.039311,3.521047,193,7.717607,91.275,35.925,55.35
Norway,2011,2535.525,1203.75,47.47538,60,2.366374,113.261,513.025,20.23348,96.74697,1962.5,77.40015,95.37115,1331.775,52.52462,96.00625,,2.989045,2619.75,1240.85,1378.9,94.9331,,3.419266,3.214387,177.825,7.01334,84.2,37.1,47.125
Norway,2012,2585.425,1223.175,47.3104,57.5,2.224006,108.5418,522.3,20.20171,98.49606,2005.625,77.57429,97.4669,1362.25,52.6896,97.89568,,2.634198,2668.775,1256.25,1412.525,96.70964,,3.559513,3.123188,179.55,6.9447,83.35,33.1,50.275
Norway,2013,2601.6,1230.45,47.29589,57.275,2.20153,108.117,526.925,20.25388,99.36826,2017.4,77.54459,98.03912,1371.1,52.70218,98.50814,4.396765,3.231985,2693.8,1271.525,1422.25,97.61648,,3.59469,3.422888,181.7,6.984164,92.2,41.1,51.125
Norway,2014,2626.6,1242.95,47.32163,58.925,2.243395,111.2317,535.225,20.3771,100.9335,2032.45,77.3795,98.7705,1383.65,52.67837,99.45475,,3.236461,2721.4,1284.525,1436.9,98.61664,,3.706449,3.484511,189.375,7.209891,94.825,41.575,53.25
Norway,2015,2641,1246.275,47.18951,52.975,2.005869,100,530.275,20.07857,100,2057.75,77.91557,100,1394.725,52.81049,100,,3.99969,2759.575,1298.2,1461.375,100,,4.559465,4.295396,185.5,7.023855,118.55,51.925,66.65
Norway,2016,2638.175,1250.725,47.40872,54.95,2.082879,103.7282,511.9,19.40356,96.53482,2071.325,78.51356,100.6597,1387.425,52.59033,99.89304,,3.90976,2767.65,1301.65,1466.025,100.2926,,5.358527,4.677024,183.475,6.954618,129.475,50.925,78.575
Norway,2017,2643.875,1252.1,47.35852,54.425,2.058532,102.7371,511.725,19.35511,96.50182,2077.725,78.58636,100.9707,1391.775,52.64148,100.1089,,3.689486,2758.7,1300.075,1458.625,99.96829,,4.581336,4.162159,172.55,6.526405,114.825,47.975,66.825
Norway,2018,2685.875,1265.225,47.10662,56.475,2.102667,106.6069,522.375,19.44897,98.51021,2107.025,78.44836,102.3946,1420.625,52.89245,101.6992,,3.538916,2791.95,1311.6,1480.3,101.1732,,4.031107,3.799347,173.35,6.454135,106.075,46.425,59.675
Poland,2005,14115.58,6306.35,44.67654,2439.175,17.28003,131.8883,4127.1,29.23792,84.29018,7549.3,53.48206,80.84385,7809.225,55.32346,87.76241,23.0926,19.14364,17160.97,7798.85,9362.1,98.69365,27.90258,16.59253,17.75269,3635.25,25.75347,3045.375,1492.5,1552.875
Poland,2006,14593.6,6512.95,44.62881,2293.65,15.71682,124.0196,4373.775,29.9705,89.32816,7926.175,54.31268,84.87973,8080.65,55.37119,90.7345,21.76126,14.92623,16937.93,7655.05,9282.825,97.41087,26.58233,12.96,13.84889,3565.325,24.43074,2344.275,1142.075,1202.2
Poland,2007,15240.47,6837.525,44.86425,2239.15,14.69213,121.0728,4681.3,30.71623,95.60893,8320.025,54.59164,89.09738,8402.925,55.13559,94.75639,20.91473,10.3465,16859.25,7625.85,9233.425,96.95841,25.52593,8.997234,9.607605,3575,23.45727,1618.75,788.3,830.5
Poland,2008,15799.85,7082.2,44.82447,2206.25,13.96374,119.2938,5036.025,31.87388,102.8537,8557.575,54.16238,91.64126,8717.65,55.17553,98.23425,20.40291,7.952764,17010.55,7693.85,9316.7,97.82854,24.96516,6.432962,7.120995,3621.3,22.91984,1210.725,611.65,599.05
Poland,2009,15868,7146.45,45.03687,2106.925,13.27782,113.9232,4934.175,31.09513,100.7735,8826.9,55.62705,94.5254,8721.575,54.96329,98.65797,20.0771,8.659735,17279.2,7824,9455.175,99.37357,24.91723,7.758518,8.166371,3607.975,22.73743,1411.125,677.55,733.6
Poland,2010,15473.13,6907.45,44.6416,2018.5,13.0452,109.142,4685.525,30.2817,95.69522,8769.1,56.6731,93.90643,8565.6,55.35792,96.20287,20.08158,10.02466,17123.28,7676.875,9446.4,98.47684,25.31142,9.328139,9.640347,3555.175,22.97645,1650.2,769.425,880.775
Poland,2011,15562.15,6914.125,44.42911,2008.075,12.90358,108.5783,4771.775,30.6627,97.45676,8782.3,56.43372,94.04779,8648.025,55.57089,96.75637,19.81487,10.39779,17220.78,7716.575,9504.225,99.03756,25.30318,9.012192,9.632815,3558.25,22.86477,1658.65,802.475,856.225
Poland,2012,15590.67,6939.675,44.5117,1960.25,12.57322,105.9924,4739.925,30.40231,96.80626,8890.5,57.02447,95.20648,8651,55.4883,96.93372,19.17525,10.90751,17339.88,7789.3,9550.575,99.72251,24.97688,9.421591,10.08882,3491.425,22.39432,1749.2,849.625,899.6
Poland,2013,15568.03,6926.9,44.4944,1867,11.99253,100.9503,4751.975,30.52394,97.05237,8949.05,57.48353,95.83348,8641.15,55.50576,96.7929,18.43934,11.11483,17360.7,7792.775,9567.925,99.84228,24.54708,9.688151,10.32862,3398.525,21.83016,1792.625,865.875,926.75
Poland,2014,15861.53,7083.775,44.66011,1819.45,11.47084,98.37923,4836.125,30.48966,98.77101,9205.95,58.0395,98.58456,8777.725,55.33973,98.61771,17.73101,9.590358,17428.25,7835.35,9592.9,100.2308,24.27622,8.50192,8.990872,3386.925,21.35309,1566.775,751.575,815.2
Poland,2015,16083.85,7216.9,44.87048,1849.425,11.49865,100,4896.3,30.44234,100,9338.125,58.05902,100,8866.95,55.12952,100,17.63153,7.710356,17388.13,7819.725,9568.4,100,24.16333,7.333911,7.50308,3414.975,21.23232,1304.275,602.85,701.425
Poland,2016,16196.88,7263.9,44.84754,1707.8,10.54401,92.34222,5074.15,31.32796,103.6323,9414.925,58.12803,100.8224,8933,55.15261,100.7027,16.83772,6.225805,17260.28,7746.175,9514.05,99.26472,23.87132,6.109614,6.161703,3355.5,20.71696,1063.375,482.275,581.075
Poland,2017,16422.7,7357.05,44.79805,1672.175,10.1821,90.41594,5180.45,31.54445,105.8034,9570.075,58.27346,102.4839,9065.675,55.2021,102.1068,16.09612,4.907586,17266.57,7736.75,9529.85,99.30096,23.91934,4.871879,4.887239,3352.625,20.41458,843.875,379.7,464.2
Poland,2018,16484.05,7406.925,44.93389,1577.725,9.571222,85.30894,5218.875,31.66015,106.5881,9687.45,58.76863,103.7408,9077.125,55.06611,102.4882,16.05322,3.849044,17143.28,7703.3,9439.95,98.59186,23.71814,3.843871,3.846072,3342.025,20.2743,659.25,296.375,362.85
Portugal,2005,5047.325,2340.55,46.37209,587.55,11.64082,171.5349,1566.575,31.03773,141.4451,2893.2,57.32145,93.3712,2706.775,53.62791,110.9625,24.14176,8.631614,5461.4,2561.7,2899.7,105.1245,27.26399,6.652944,7.580669,1303.05,25.81664,414.05,221.15,192.925
Portugal,2006,5079.05,2354,46.34725,587.725,11.57155,171.586,1577.175,31.05256,142.4021,2914.15,57.37589,94.04731,2725.075,53.65324,111.66,23.17545,8.903216,5499.625,2584.1,2915.525,105.8602,26.01672,6.532454,7.647437,1254.55,24.70049,420.575,230.075,190.45
Portugal,2007,5092.5,2367.35,46.48699,584.325,11.47423,170.5934,1577.8,30.98282,142.4586,2930.375,57.54295,94.57094,2725.175,53.5135,111.9557,22.86629,9.490885,5533.15,2615.55,2917.575,106.5056,26.47169,6.595178,7.963667,1262.775,24.79676,440.625,248.225,192.425
Portugal,2008,5116.6,2391.3,46.73611,585.325,11.43973,170.8853,1483.425,28.9924,133.9375,3047.85,59.56788,98.36217,2725.325,53.26437,112.4855,22.61531,8.75024,5534.575,2620.625,2913.975,106.533,25.82995,6.474321,7.551991,1244.75,24.32768,417.95,229.3,188.65
Portugal,2009,4968.65,2356.925,47.43592,568.775,11.44727,166.0536,1381.525,27.80484,124.737,3018.35,60.74789,97.41012,2611.725,52.56408,109.2329,21.48244,10.09169,5486.075,2621.5,2864.625,105.5994,26.33413,8.829588,9.432886,1194.075,24.03218,517.45,264.575,252.875
Portugal,2010,4898.425,2329.1,47.54794,548.525,11.19799,160.1416,1335.05,27.25468,120.5408,3014.85,61.54733,97.29716,2569.35,52.45258,107.689,20.41024,11.86537,5489.675,2642.6,2847.075,105.6687,25.58235,9.755463,10.76982,1132.7,23.12376,591.2,313.525,277.75
Portugal,2011,4740.1,2252.875,47.52801,483.925,10.20917,141.2817,1272.9,26.85386,114.9294,2983.275,62.93696,96.27816,2487.225,52.47199,104.2084,17.24241,13.04627,5428.25,2590.775,2837.475,104.4864,25.42894,12.34797,12.68106,1020.975,21.5391,688.15,337.9,350.25
Portugal,2012,4546.875,2189.6,48.15615,491.4,10.80742,143.464,1143.525,25.14969,103.2482,2911.95,64.04288,93.97631,2357.275,51.84385,99.96043,17.65848,15.50146,5382.6,2591.125,2791.475,103.6077,26.19974,15.5566,15.53028,1004.275,22.08715,835.75,401.575,434.175
Portugal,2013,4429.375,2140.975,48.33583,453.1,10.22943,132.2823,1049.65,23.69747,94.77225,2926.625,66.07309,94.44991,2288.45,51.6653,97.37726,17.44065,16.36873,5284.6,2559.975,2724.625,101.7213,26.15089,16.00796,16.1838,971.85,21.94102,855.25,419,436.225
Portugal,2014,4499.55,2180.025,48.44984,389.125,8.648088,113.6048,1073.55,23.85905,96.93016,3036.875,67.49286,98.00797,2319.475,51.54905,98.92001,14.85648,14.32694,5225.575,2544.55,2681.025,100.5852,24.34279,13.48488,13.89509,888.475,19.74586,726.05,364.55,361.5
Portugal,2015,4548.675,2214.375,48.68176,342.525,7.530215,100,1107.55,24.34885,100,3098.6,68.12093,100,2334.325,51.31879,100,13.91025,12.7468,5195.175,2537.825,2657.325,100,22.70249,12.15588,12.44469,838,18.42295,646.5,323.5,323
Portugal,2016,4605.225,2243.825,48.72346,318.375,6.913343,92.94942,1128.3,24.50043,101.8735,3158.55,68.58623,101.9347,2361.45,51.27763,101.2432,13.39342,11.1672,5178.275,2525.875,2652.4,99.6747,21.91768,10.97472,11.06846,818.025,17.76298,573.025,282.05,290.975
Portugal,2017,4756.6,2314.275,48.65398,304.45,6.40058,88.88403,1176.85,24.74141,106.2571,3275.3,68.85801,105.7026,2442.35,51.34655,104.5711,12.68216,9.350579,5219.425,2552.925,2666.5,100.4668,21.06373,8.408697,8.870407,807.9,16.98482,462.825,238.65,224.125
Portugal,2018,4866.65,2380.825,48.92123,294.15,6.044199,85.87695,1209.175,24.84615,109.1757,3363.325,69.10966,108.5434,2485.85,51.07928,106.9905,12.44632,7.437895,5232.6,2572.1,2660.5,100.7204,20.671,6.564728,6.994051,810.225,16.64852,365.925,191.275,174.65
Russia,2005,68168.91,33620.38,49.31923,6929.655,10.16542,142.798,20199.69,29.63181,102.7536,41039.57,60.20277,85.83442,34548.53,50.68077,94.25539,7.281604,7.01866,73431.7,36158.2,37273.5,95.87942,8.282763,7.310731,7.558333,5309.675,7.788999,5262.786,2537.821,2724.965
Russia,2006,68854.95,34160.34,49.61203,6830.859,9.92065,140.7622,20232.37,29.38405,102.9199,41791.72,60.6953,87.40754,34694.61,50.38797,95.20396,6.923429,6.819655,74166.9,36660.46,37506.44,96.83936,8.193385,7.496927,7.166667,5207.729,7.563334,5311.947,2500.116,2811.831
Russia,2007,70570.49,34920.5,49.48315,6267.982,8.881874,129.1631,20635.39,29.24082,104.97,43667.12,61.87731,91.32996,35650.25,50.51722,97.57599,6.651551,5.762938,75158.97,37055.75,38103.25,98.13471,8.008441,6.437771,6.125,5177.784,7.337039,4588.479,2135.5,2453
Russia,2008,70965.09,34826.5,49.07554,6058.388,8.537139,124.844,20569.14,28.98487,104.633,44337.55,62.47799,92.73217,36138.75,50.92469,98.12158,6.632923,6.067901,75756.56,37076.25,38680.5,98.91499,7.966456,6.57114,6.358333,5188.993,7.312036,4791.483,2249.75,2541.75
Russia,2009,69305,34242,49.40769,5738.967,8.280741,118.2618,19108.73,27.57194,97.20406,44457.3,64.14732,92.98261,35063.25,50.59267,95.82623,6.672484,7.874875,75657.75,37130.75,38526.75,98.78596,8.157015,9.030739,8.375,5144.907,7.423572,6403.25,2924,3479.25
Russia,2010,69803.5,34303.5,49.14295,5417.958,7.761729,111.6468,19402.17,27.79541,98.69674,44983.37,64.44286,94.08289,35499.75,50.85669,96.5155,5.989188,6.948909,75439.75,36865.5,38574.75,98.50133,7.666001,7.969592,7.483333,4775.913,6.841938,5636.25,2561.75,3074.25
Russia,2011,70856.61,34824.21,49.14745,5446.201,7.686228,112.2288,19452,27.45263,98.95023,45958.41,64.86115,96.12219,36032.4,50.85255,97.9716,6.256238,6.03925,75779.02,37062.52,38716.5,98.9443,7.91143,6.932708,6.499474,5029.364,7.097946,4922.4,2238.298,2684.102
