Country,Year,Employment,Employment females,Employment females as % of employment,Employment in agriculture,Employment in agriculture as % of employment,"Employment in agriculture, index",Employment in industry,Employment in industry as % of employment,"Employment in industry, index",Employment in services,Employment in services as % of employment,"Employment in services, index",Employment males,Employment males as % of employment,"Employment, index",Females self-employment % fem employment,Females unemployment % of fem lab force,Labour force,Labour force females,Labour force males,"Labour force, index",Males self-employment % mal employment,Males unemployment % of mal lab force,Rate of Unemployment as % of Labour Force,Self-employment,Self-employment % of employment,Unemployment,"Unemployment females , (‘000)","Unemployment males , (‘000)"
Australia,2005,9880.634,4437.336,44.90943,352.725,3.569862,113.4131,2147.597,21.73542,90.77785,7380.312,74.69472,81.19613,5443.297,55.09057,83.97424,9.622665,5.22245,10404.22,4681.721,5722.503,83.07078,15.02158,4.879681,5.033881,1244.659,12.59696,523.5905,244.3844,279.2061
Australia,2006,10124.23,4564.704,45.08694,344.181,3.399578,110.6659,2219.156,21.91926,93.80261,7560.891,74.68116,83.18281,5559.523,54.91306,86.04451,9.061043,4.92522,10632.72,4800.993,5831.723,84.89513,14.57554,4.669972,4.78524,1223.94,12.08922,508.4875,236.2885,272.199
Australia,2007,10434.27,4701.819,45.06132,345.593,3.312096,111.1199,2279.952,21.85062,96.37243,7808.724,74.83729,85.9094,5732.45,54.93868,88.67951,8.767029,4.787311,10911.88,4938.061,5973.816,87.12405,14.08298,4.041836,4.379151,1219.51,11.68754,477.6078,236.2412,241.3666
Australia,2008,10731.17,4850.724,45.20219,344.739,3.212502,110.8453,2395.745,22.32511,101.2669,7990.686,74.46239,87.9113,5880.447,54.79781,91.20284,8.748025,4.571883,11205.63,5083.037,6122.598,89.46951,13.71566,3.954261,4.23433,1230.884,11.47018,474.4643,232.3131,242.1512
Australia,2009,10805.58,4926.391,45.59119,348.493,3.225122,112.0524,2352.949,21.77532,99.45798,8104.134,74.99956,89.15942,5879.186,54.40881,91.83521,8.658227,5.399816,11441.82,5207.658,6234.16,91.35527,13.91933,5.694293,5.560385,1244.881,11.52073,636.2413,281.2672,354.9741
Australia,2010,11022.24,5000.834,45.37038,355.062,3.221323,114.1645,2388.859,21.67307,100.9759,8278.322,75.10561,91.07579,6021.409,54.62962,93.67663,8.799305,5.377285,11628.23,5284.923,6343.306,92.84364,13.77405,5.076458,5.21334,1269.43,11.51699,605.9849,284.0884,321.8965
Australia,2011,11213.82,5105.946,45.53263,315.192,2.810747,101.345,2406.898,21.46368,101.7384,8491.727,75.72557,93.4236,6107.871,54.46737,95.30478,8.509249,5.304792,11814.1,5391.932,6422.17,94.32771,13.2206,4.893791,5.081195,1241.975,11.0754,600.2853,285.9859,314.2995
Australia,2012,11350.8,5187.249,45.69941,317.115,2.793767,101.9633,2430.992,21.41692,102.7568,8602.695,75.78931,94.64445,6163.553,54.30059,96.46901,8.21339,5.325491,11976.4,5479.015,6497.384,95.62354,12.21689,5.13732,5.223376,1179.043,10.38731,625.5963,291.7654,333.8308
Australia,2013,11456.71,5256.074,45.8777,299.287,2.612329,96.23098,2410.082,21.03642,101.873,8747.34,76.35124,96.23579,6200.635,54.1223,97.36909,7.907207,5.609225,12144.32,5568.422,6575.896,96.96426,11.97545,5.706582,5.66194,1158.162,10.10903,687.6083,312.3473,375.261
Australia,2014,11540.16,5308.238,45.99796,323.266,2.801226,103.941,2422.363,20.99072,102.3921,8794.532,76.20805,96.755,6231.923,54.00204,98.07835,8.014745,6.17203,12286.8,5657.377,6629.424,98.1019,12.05244,5.996284,6.077244,1176.541,10.19518,746.6392,349.1385,397.5007
Australia,2015,11766.27,5439.183,46.22692,311.009,2.643225,100,2365.772,20.10639,100,9089.487,77.25038,100,6327.085,53.77308,100,8.189193,6.076174,12524.53,5790.826,6733.703,100,12.13235,6.039518,6.056423,1213.049,10.30955,758.2614,351.6434,406.618
Australia,2016,11973.09,5569.702,46.51851,313.969,2.62229,100.9517,2395.378,20.00635,101.2514,9263.739,77.37136,101.9171,6403.385,53.48149,101.7577,8.17581,5.779326,12698.14,5911.28,6786.857,101.3861,11.719,5.64994,5.710301,1205.781,10.07076,725.0511,341.5783,383.4729
Australia,2017,12251.97,5723.122,46.71185,318.389,2.598676,102.3729,2456.136,20.04687,103.8196,9477.444,77.35445,104.2682,6528.848,53.28815,104.1279,8.045177,5.671961,12977.56,6066.94,6910.618,103.6171,11.61802,5.525585,5.593735,1218.958,9.94908,725.5882,343.8182,381.77
Australia,2018,12583.66,5902.943,46.90958,329.66,2.619746,105.9969,2572.663,20.44447,108.7452,9681.34,76.93578,106.5114,6680.72,53.09042,106.9469,7.697695,5.319859,13287.7,6234.487,7053.211,106.0934,11.36884,5.282383,5.299966,1213.911,9.646723,704.0359,331.544,372.492
Austria,2005,3747.425,1701.375,45.40118,210.5,5.61719,111.9979,1053.55,28.11397,98.57547,2483.375,66.26884,85.88387,2046.1,54.60016,90.33694,10.40041,5.85594,3970.875,1807.175,2163.675,90.24511,15.07624,5.437939,5.628417,485.4,12.95289,223.475,105.85,117.6
Austria,2006,3826,1741,45.50444,216.9,5.669106,115.403,1106.3,28.91532,103.511,2502.8,65.41558,86.55566,2085,54.49556,92.23111,10.5313,5.602275,4037.65,1844.3,2193.375,91.76269,15.14988,4.948683,5.246718,499.225,13.04822,211.675,103.3,108.375
Austria,2007,3923.575,1785.575,45.50888,231.275,5.894497,123.0513,1098.45,27.99615,102.7765,2593.85,66.10935,89.70448,2138.025,54.49176,94.58329,11.46689,5.300053,4123.925,1885.45,2238.425,93.72343,15.54238,4.489506,4.858952,537.075,13.68841,200.325,99.925,100.425
Austria,2008,3994.05,1830.575,45.83255,209.775,5.252188,111.6121,1047.875,26.2359,98.04449,2736.4,68.51191,94.63437,2163.525,54.1687,96.28219,11.1017,4.408709,4166.05,1915.025,2251.025,94.6808,15.6111,3.890318,4.129104,540.9,13.54264,171.975,84.45,87.5
Austria,2009,3982.175,1848.75,46.42563,211.95,5.322468,112.7694,994.375,24.97065,93.03876,2775.85,69.70688,95.99869,2133.45,53.57499,95.99593,11.15078,5.083597,4205.125,1947.8,2257.325,95.56885,15.79484,5.484337,5.298988,543.15,13.63953,222.95,99.075,123.875
Austria,2010,4016.675,1868.7,46.52356,209.4,5.213267,111.4126,1000.45,24.90742,93.60717,2806.825,69.87932,97.06991,2148,53.47707,96.8276,11.20833,4.630231,4220.075,1959.4,2260.675,95.90862,16.07891,4.989801,4.82168,554.8,13.81242,203.4,90.725,112.7
Austria,2011,4052.425,1890.1,46.64121,200.075,4.937167,106.4512,1054.75,26.02763,98.68775,2797.6,69.03521,96.75088,2162.325,53.35879,97.6894,10.67668,4.585085,4246.225,1980.9,2265.35,96.50292,15.54692,4.55039,4.566622,538.05,13.27724,193.8,90.825,102.975
Austria,2012,4084.475,1913.2,46.84078,190.975,4.675632,101.6095,1065.3,26.08169,99.67486,2828.2,69.24268,97.80914,2171.325,53.16044,98.46201,10.48244,4.785623,4293.375,2009.375,2284.025,97.57449,15.35583,4.929703,4.863267,533.975,13.07328,208.85,96.175,112.675
Austria,2013,4104.725,1924.525,46.8856,187.8,4.575215,99.92019,1063.425,25.90734,99.49943,2853.5,69.51745,98.6841,2180.2,53.1144,98.95016,10.54936,5.294112,4336.05,2032.075,2303.925,98.54435,15.54215,5.373562,5.336031,541.875,13.20125,231.325,107.6,123.725
Austria,2014,4112.675,1937.475,47.10985,198.925,4.836876,105.8393,1059.075,25.75149,99.09242,2854.675,69.41164,98.72473,2175.2,52.89015,99.14182,10.52014,5.381805,4357.575,2047.7,2309.825,99.03355,15.75372,5.830175,5.621219,546.5,13.28819,244.9,110.2,134.625
Austria,2015,4148.275,1954.15,47.10753,187.95,4.530799,100,1068.775,25.76432,100,2891.55,69.70488,100,2194.125,52.89247,100,10.38687,5.309809,4400.1,2063.75,2336.325,100,15.32502,6.087906,5.723468,539.175,12.99757,251.8,109.575,142.2
Austria,2016,4220.25,1985.85,47.05527,183.5,4.348083,97.63235,1078.75,25.56128,100.9333,2958,70.09064,102.2981,2234.4,52.94473,101.7351,10.04356,5.542861,4490.25,2102.425,2387.875,102.0488,15.09913,6.42944,6.014071,536.85,12.72081,270.025,116.55,153.475
Austria,2017,4260.4,2006.075,47.08654,167.425,3.929795,89.07954,1061.8,24.92254,99.34738,3031.175,71.14766,104.8287,2254.35,52.91405,102.7029,9.847588,5.033657,4508.325,2112.375,2395.925,102.4596,14.62728,5.914127,5.500528,527.325,12.37736,247.9,106.325,141.6
Austria,2018,4319.025,2023.5,46.85085,159.55,3.694121,84.8896,1098.525,25.43456,102.7836,3060.95,70.87132,105.8585,2295.55,53.14973,104.1162,9.4255,4.649181,4539.075,2122.175,2416.9,103.1584,14.28089,5.024486,4.848801,518.525,12.0056,220.05,98.7,121.35
Belgium,2005,4235.425,1848.55,43.64497,86.375,2.039347,161.2226,1045.525,24.68524,106.9509,3103.525,73.27541,88.15643,2386.85,56.35444,93.05303,12.25961,9.506623,4625.85,2042.75,2583.1,93.01042,17.53043,7.596472,8.438975,645.025,15.22929,390.425,194.2,196.25
Belgium,2006,4263.975,1872.325,43.91032,83.325,1.954162,155.5296,1052.725,24.68882,107.6874,3127.925,73.35702,88.84952,2391.65,56.08968,93.68028,11.81152,9.306876,4647.15,2064.525,2582.675,93.43869,17.62904,7.398829,8.249064,642.775,15.07455,383.225,192.175,191
Belgium,2007,4380.275,1936.575,44.21127,81.3,1.856048,151.7499,1069.775,24.42255,109.4315,3229.2,73.7214,91.72626,2443.7,55.78873,96.23541,11.54228,8.446923,4733.3,2115.175,2618.125,95.17088,17.42747,6.660986,7.459264,649.375,14.82498,353,178.575,174.4
Belgium,2008,4445.875,1985.175,44.65207,69.05,1.553125,128.8847,1096.825,24.67062,112.1986,3280,73.77625,93.16924,2460.675,55.34737,97.67665,10.76731,7.589956,4779.3,2148.425,2630.875,96.09579,17.01362,6.464678,6.970808,632.45,14.22555,333.375,163.225,170.15
Belgium,2009,4420.7,1991.375,45.0466,65.75,1.487321,122.7252,1037.75,23.47479,106.1555,3317.2,75.03789,94.22592,2429.325,54.9534,97.12356,11.28492,8.102662,4800.275,2167,2633.275,96.51752,17.67981,7.743461,7.906314,654.25,14.79969,379.6,175.625,203.95
Belgium,2010,4488.725,2030.925,45.24503,60.675,1.35172,113.2524,1049.25,23.37523,107.3319,3378.8,75.27305,95.97569,2457.775,54.75441,98.61807,10.79311,8.516085,4894.6,2219.95,2674.625,98.41409,17.30834,8.107247,8.293048,644.625,14.36098,405.9,189.075,216.825
Belgium,2011,4509.275,2047.35,45.40309,58.625,1.300098,109.426,1047.175,23.22269,107.1197,3403.475,75.47721,96.67658,2461.95,54.59747,99.06956,10.4794,7.177259,4855.95,2205.7,2650.25,97.63696,17.47903,7.107418,7.139795,644.875,14.30108,346.7,158.375,188.325
Belgium,2012,4523.9,2057.825,45.48785,53.025,1.172108,98.9734,984.25,21.75667,100.6828,3486.625,77.07122,99.03848,2466.075,54.51215,99.39088,10.49166,7.406423,4892.925,2222.55,2670.4,98.38041,17.56232,7.648603,7.537931,648.975,14.34548,369,164.675,204.3
Belgium,2013,4530.3,2079.8,45.90866,61.6,1.359733,114.979,984.075,21.72207,100.6649,3484.625,76.9182,98.98167,2450.5,54.09134,99.53149,10.70656,8.16722,4947.125,2264.825,2682.3,99.47019,18.78902,8.641434,8.425185,683.125,15.07902,416.825,185.025,231.75
Belgium,2014,4543.55,2108.225,46.40039,55.35,1.21821,103.3131,972.575,21.40562,99.48853,3515.625,77.37617,99.86224,2435.3,53.59906,99.82259,10.85985,7.940156,4966.85,2290.1,2676.75,99.86679,17.86228,9.019543,8.52289,663.95,14.61302,423.325,181.875,241.425
Belgium,2015,4551.625,2118.125,46.53558,53.575,1.177052,100,977.575,21.4775,100,3520.475,77.34545,100,2433.5,53.46442,100,11.07819,7.766144,4973.475,2296.55,2676.925,100,18.74872,9.093283,8.481071,690.85,15.1781,421.85,178.425,243.425
Belgium,2016,4586.7,2121.05,46.24349,57.4,1.251444,107.1395,976.15,21.28218,99.85423,3553.15,77.46637,100.9281,2465.675,53.75706,100.7706,10.63742,7.567199,4976.3,2294.525,2681.775,100.0568,18.44728,8.061985,7.833329,680.475,14.83583,389.65,173.475,216.15
Belgium,2017,4637.775,2142.075,46.18756,53.975,1.163812,100.7466,964.05,20.78691,98.61648,3619.75,78.04928,102.8199,2495.7,53.81244,101.8927,10.67423,7.057503,4991.5,2304.65,2686.85,100.3624,17.39893,7.11471,7.088736,662.875,14.29295,353.7,162.55,191.125
Belgium,2018,4755.15,2223.925,46.76877,47.3,0.994711,88.28745,1003.375,21.10081,102.6392,3704.475,77.90448,105.2266,2531.25,53.23176,104.4715,10.73552,5.568045,5055.9,2354.95,2700.95,101.6573,16.92148,6.283442,5.949855,667.1,14.029,300.75,131.05,169.7
Brazil,2005,85540.42,36267.28,42.39782,16982.17,19.8528,128.94,18534.58,21.66762,90.57928,50023.68,58.47958,82.23189,49273.15,57.60218,90.55219,34.65994,12.16689,94322.81,41291.12,53031.69,90.27854,38.00332,7.087351,9.310987,31295.59,36.58573,8782.385,5023.843,3758.542
Brazil,2006,87607.3,37411.28,42.70338,16530.94,18.86937,125.514,18933.53,21.61182,92.529,52142.83,59.51881,85.71547,50196.02,57.29662,92.74017,33.49148,10.9965,95643.16,42033.49,53609.67,91.54228,37.53974,6.367601,8.401918,31373.05,35.81099,8035.861,4622.211,3413.65
Brazil,2007,88989.8,37884.42,42.57164,15939.92,17.91208,121.0266,19737.72,22.17975,96.4591,53312.16,59.90817,87.6377,51105.39,57.42836,94.20367,32.43199,10.77437,96828.89,42459.12,54369.77,92.67717,36.45268,6.004035,8.095811,30915.95,34.741,7839.084,4574.704,3264.38
Brazil,2008,91813.7,39153.86,42.64489,15693.86,17.09315,119.1583,21000.52,22.87297,102.6305,55119.32,60.03387,90.60841,52659.84,57.35511,97.19302,31.61901,9.562792,98823.86,43293.96,55529.89,94.58659,35.40044,5.168474,7.093591,31021.88,33.78785,7010.16,4140.112,2870.048
Brazil,2009,92226.02,39504.36,42.83429,15393.15,16.69068,116.8751,20612.29,22.34975,100.7331,56220.58,60.95956,92.41872,52721.66,57.16571,97.62949,30.5632,10.99674,100551.4,44385.29,56166.1,96.24006,35.31542,6.132589,8.279716,30692.67,33.27984,8325.369,4880.933,3444.436
Brazil,2011,93500.61,39636.68,42.3919,14323.46,15.31911,108.7533,20506.13,21.93155,100.2144,58671.02,62.74934,96.44689,53863.93,57.6081,98.97875,27.54207,9.083799,100218.5,43596.94,56621.54,95.92142,34.61566,4.870259,6.703229,29561.38,31.61625,6717.874,3960.258,2757.616
Brazil,2012,94940.45,40434.24,42.58905,13569.42,14.29256,103.0281,21699.59,22.856,106.0468,59671.45,62.85145,98.09146,54506.21,57.41095,100.503,27.08364,8.18935,101184,44040.9,57143.07,96.84551,34.29404,4.614476,6.170461,29643.42,31.22317,6243.517,3606.664,2636.853
Brazil,2013,95532.95,40850.64,42.76078,13567.78,14.2022,103.0157,21753.71,22.7709,106.3113,60211.45,63.0269,98.97916,54682.31,57.23922,101.1302,26.81487,8.468542,102169.9,44630.16,57539.77,97.7892,34.39389,4.966053,6.49602,29761.42,31.15304,6636.979,3779.524,2857.455
Brazil,2014,98282.61,42557.52,43.30117,14025.42,14.2705,106.4904,22036.2,22.42126,107.6918,62221,63.30824,102.2826,55725.09,56.69883,104.0409,28.25697,8.811239,105536.8,46669.7,58867.11,101.0117,35.34452,5.337483,6.873621,31721.23,32.27552,7254.201,4112.179,3142.022
Brazil,2015,94465.33,40483.09,42.85497,13170.6,13.94226,100,20462.27,21.66114,100,60832.46,64.3966,100,53982.24,57.14503,100,28.2196,11.71252,104479.8,45853.71,58626.05,100,36.48178,7.921079,9.585053,31117.85,32.94103,10014.44,5370.626,4643.816
Brazil,2016,90644.92,39040.81,43.07004,9005.428,9.93484,68.37523,18855.55,20.80155,92.14789,62783.95,69.26361,103.208,51604.11,56.92995,95.95576,25.85887,13.06932,102368.3,44910.28,57458.05,97.97909,36.14901,10.18819,11.45218,28749.89,31.71704,11723.41,5869.469,5853.935
Brazil,2017,90917.34,39432.3,43.37159,8582.061,9.439411,65.16074,18804.43,20.683,91.89807,63530.85,69.87759,104.4358,51485.04,56.6284,96.24413,26.69098,14.52972,103886.1,46135.68,57750.38,99.43175,36.57871,10.849,12.4836,29357.43,32.29024,12968.72,6703.385,6265.336
Brazil,2018,92205.73,40358.63,43.7702,8490.346,9.208046,64.46439,18566.53,20.13598,90.73544,65148.85,70.65597,107.0955,51847.1,56.2298,97.60801,26.97768,13.75573,104755.9,46795.73,57960.14,100.2643,36.78616,10.54698,11.98037,29960.38,32.49297,12550.14,6437.093,6113.047
Canada,2005,16123.52,7544.583,46.79242,438.4,2.71901,121.8116,3555.1,22.04916,101.5714,12130.02,75.23183,86.11027,8578.934,53.20758,89.84158,8.147567,6.466667,17292.13,8066,9226.116,89.69855,10.57241,7.016667,6.758333,1521.8,9.438388,1168.633,521.45,647.1833
Canada,2006,16395.98,7708.65,47.01548,435.4,2.655529,120.9781,3526.1,21.50588,100.7428,12434.48,75.83859,88.27166,8687.35,52.98462,91.35979,7.940431,6.083333,17502.2,8208.767,9293.434,90.78827,10.29313,6.541667,6.333333,1506.3,9.187006,1106.2,500.1167,606.0583
Canada,2007,16769.28,7930.2,47.29004,418.9,2.49802,116.3934,3538.1,21.0987,101.0857,12812.28,76.40328,90.95364,8839.092,52.71001,93.43985,8.047716,5.65,17846.53,8405.033,9441.491,92.57436,10.43659,6.391667,6.05,1560.8,9.307494,1077.242,474.8583,602.4
Canada,2008,17010.21,8045.017,47.29523,405.5,2.383863,112.6702,3561.2,20.93566,101.7457,13043.51,76.68047,92.59509,8965.2,52.70482,94.7823,7.931618,5.641667,18122.4,8526.908,9595.491,94.0054,10.3489,6.566667,6.141667,1565.9,9.205648,1112.183,481.8833,630.2917
Canada,2009,16727.62,8024.175,47.96962,395.3,2.363158,109.8361,3312.2,19.80079,94.63158,13020.12,77.83605,92.42904,8703.434,52.03033,93.20768,8.383416,7,18250.43,8629.283,9621.158,94.66949,10.59582,9.55,8.35,1594.9,9.534533,1522.817,605.1166,917.725
Canada,2010,16964.25,8112.7,47.82233,378.9,2.233521,105.2792,3336.4,19.66724,95.32299,13248.95,78.09924,94.05351,8851.55,52.17767,94.52621,8.160046,7.241667,18450.53,8745.625,9704.908,95.70747,10.3078,8.8,8.058333,1574.5,9.281282,1486.292,632.9167,853.3583
Canada,2011,17221.03,8198.509,47.60753,375.6,2.181054,104.3623,3414.8,19.82924,97.56293,13430.63,77.98971,95.34327,9022.525,52.39247,95.95704,7.984379,7.016667,18619.57,8816.475,9803.092,96.58437,9.982793,7.983333,7.525,1555.3,9.031398,1398.533,617.9583,780.575
Canada,2012,17437.98,8315.134,47.68403,374.7,2.148758,104.1123,3488.1,20.00289,99.65715,13575.18,77.84836,96.36942,9122.858,52.31602,97.1659,7.960185,6.808333,18809.53,8923.908,9885.625,97.56973,9.73708,7.725,7.291667,1550.2,8.88979,1371.558,608.775,762.7667
Canada,2013,17691.11,8444.809,47.73476,381.8,2.158146,106.085,3518,19.8857,100.5114,13791.31,77.95616,97.90369,9246.309,52.26529,98.57633,8.115045,6.583333,19037.78,9041.283,9996.5,98.75372,9.483785,7.516667,7.083333,1562.2,8.830424,1346.642,596.4833,750.1833
Canada,2014,17802.19,8474.184,47.60191,370.1,2.078958,102.8341,3516.4,19.75262,100.4657,13915.69,78.16842,98.78667,9328.025,52.39818,99.1953,8.043253,6.391667,19124.46,9052.658,10071.79,99.20332,9.40392,7.408333,6.908333,1558.9,8.756787,1322.283,578.4916,743.775
Canada,2015,17946.61,8523.866,47.4957,359.9,2.005393,100,3500.1,19.50285,100,14086.61,78.49176,100,9422.725,52.50421,100,8.006929,6.283333,19278.04,9095.625,10182.42,100,9.183119,7.475,6.908333,1547.8,8.624471,1331.425,571.7333,759.6833
Canada,2016,18079.9,8624.816,47.7039,352.2,1.94802,97.86052,3467.6,19.17931,99.07146,14260.1,78.87267,101.2316,9455.066,52.29601,100.7427,8.075534,6.241667,19440.52,9198.85,10241.66,100.8428,9.040655,7.683333,6.991667,1551.2,8.579694,1360.6,574.025,786.6
Canada,2017,18416.4,8780.917,47.67987,344.9,1.872787,95.83218,3518.8,19.10688,100.5343,14552.7,79.02033,103.3088,9635.483,52.32013,102.6177,7.955889,5.85,19662.94,9326.525,10336.42,101.9966,8.699097,6.783333,6.341667,1536.8,8.344736,1246.542,545.6083,700.95
Canada,2018,18657.53,8899.392,47.69865,345.5,1.851799,95.99889,3566,19.11292,101.8828,14746.03,79.03528,104.6812,9758.158,52.30144,103.9613,8.026391,5.5,19812.81,9416.625,10396.18,102.774,8.501604,6.141667,5.833333,1544.1,8.276013,1155.242,517.2416,638.025
Chile,2005,6170.337,2185.265,35.41565,819.9449,13.28849,111.2476,1438.826,23.31843,75.58262,3911.567,63.39308,72.60995,3985.07,64.58431,76.86226,,10.59,6798.408,2444.163,4354.243,79.42462,,8.4725,9.235,,,628.0675,258.8975,369.17
Chile,2006,6271.854,2204.577,35.15032,789.8474,12.59352,107.1641,1483.887,23.65946,77.94972,3998.12,63.74702,74.21662,4067.277,64.84968,78.12682,,9.4925,6802.753,2435.92,4366.833,79.47539,,6.8525,7.8,,,530.8965,231.3432,299.5533
Chile,2007,6448.859,2301.41,35.68708,773.9423,12.00123,105.0061,1532.839,23.76915,80.52122,4142.078,64.22962,76.8889,4147.45,64.31291,80.33173,,8.605,6944.387,2518.308,4426.078,81.13007,,6.2875,7.13,,,495.527,216.8983,278.6288
Chile,2008,6641.426,2420.905,36.45158,764.2108,11.50673,103.6858,1587.209,23.89861,83.3773,4290.007,64.59466,79.63488,4220.522,63.54842,82.73048,,9.51,7203,2675.357,4527.643,84.15141,,6.78,7.7925,,,561.5737,254.4527,307.121
Chile,2009,6592.587,2453.461,37.21546,736.5148,11.17186,99.92805,1531.528,23.23107,80.45236,4324.544,65.59707,80.27599,4139.125,62.78454,82.12211,,10.7,7299.833,2746.864,4552.97,85.28269,,9.075,9.675,,,707.2463,293.4023,413.844
Chile,2010,7130.695,2769.302,38.83636,756.227,10.60524,102.6026,1637,22.9571,85.9929,4737.468,66.43767,87.94104,4361.283,61.16209,88.82517,24.91979,9.65,7762.63,3064.26,4698.37,90.68946,27.48782,7.2,8.15,1888.926,26.49006,632.05,294.9625,337.085
Chile,2011,7487.105,2967.255,39.63154,768.2858,10.26145,104.2387,1750.075,23.37452,91.93277,4968.745,66.36403,92.23421,4519.853,60.36849,93.26488,25.96703,8.675,8060.947,3248.607,4812.337,94.17465,26.64749,6.05,7.125,1974.935,26.37782,573.8425,281.355,292.485
Chile,2012,7625.779,3053.246,40.03848,761.2393,9.982446,103.2826,1817.211,23.82984,95.45951,5047.329,66.18771,93.69296,4572.536,59.96156,94.9923,24.80043,7.89776,8149.957,3315.111,4834.845,95.21453,25.2613,5.419256,6.432676,1912.3,25.07678,524.1775,261.868,262.312
Chile,2013,7786.321,3141.8,40.35025,728.2566,9.353025,98.80762,1886.439,24.22761,99.09611,5171.625,66.41937,96.00027,4644.521,59.64975,96.99213,25.06586,6.882633,8277.291,3373.95,4903.34,96.70216,25.66489,5.278889,5.932378,1979.53,25.42318,490.9696,232.1502,258.8195
Chile,2014,7903.221,3236.354,40.94982,727.3112,9.20272,98.67935,1883.288,23.82938,98.9306,5292.621,66.9679,98.24629,4666.866,59.05018,98.44832,25.63547,6.892935,8442.724,3475.925,4966.798,98.63488,26.03658,6.040436,6.391404,2044.747,25.87232,539.5031,239.5707,299.9324
Chile,2015,8027.786,3276.925,40.81979,737.045,9.181174,100,1903.646,23.71321,100,5387.095,67.10561,100,4750.861,59.18021,100,25.24502,6.839563,8559.572,3517.272,5042.3,100,25.92752,5.779826,6.213719,2059.041,25.64893,531.7859,240.3468,291.4391
Chile,2016,8114.854,3311.662,40.80988,758.1827,9.343146,102.8679,1883.523,23.21081,98.94291,5473.148,67.44604,101.5974,4803.192,59.19012,101.0846,25.98663,7.019234,8678.005,3561.546,5116.459,101.3836,26.81002,6.123064,6.490013,2148.326,26.474,563.1509,249.8839,313.267
Chile,2017,8275.943,3396.772,41.04393,765.7253,9.252424,103.8913,1882.016,22.7408,98.86374,5628.202,68.00677,104.4756,4879.171,58.95607,103.0912,26.45728,7.211965,8867.641,3660.579,5207.062,103.5991,28.11082,6.297552,6.673688,2270.268,27.43214,591.6979,263.8069,327.891
Chile,2018,8389.911,3475.733,41.42753,773.2219,9.21609,104.9084,1873.387,22.32904,98.41045,5743.303,68.45487,106.6122,4914.178,58.57247,104.5109,25.57792,7.696464,9018.089,3765.532,5252.557,105.3568,28.2003,6.44232,6.966212,2274.833,27.11391,628.1774,289.799,338.3784
Colombia,2005,,,,3529.994,,99.616,3415.978,,79.41007,,,,,,,,,,,,,,,,8420.834,,,,
Colombia,2006,,,,3226.057,,91.03896,3342.971,,77.71292,,,,,,,,,,,,,,,,8004.512,,,,
Colombia,2007,16928.61,6592.26,38.94152,3141.656,18.55826,88.65714,3454.324,20.40524,80.3015,10332.63,61.0365,74.07227,10336.35,61.05848,77.67311,45.13757,14.84833,19064.65,7738.487,11326.16,79.64267,47.43792,8.748333,11.2225,7878.937,46.54213,2136.037,1146.227,989.8099
Colombia,2008,17280.4,6761.909,39.13052,3176.163,18.38015,89.63095,3482.05,20.15029,80.94604,10622.18,61.46955,76.14799,10518.49,60.86948,79.28719,48.90548,14.76917,19476,7933.405,11542.59,81.36108,52.58696,8.875,11.2775,8838.298,51.14638,2195.601,1171.496,1024.105
Colombia,2009,18191.44,7260.56,39.91196,3440.403,18.91221,97.08778,3648.097,20.05392,84.80607,11102.94,61.03387,79.59443,10930.88,60.08804,83.46732,51.8,15.87,20687.67,8627.04,12060.63,86.42284,54.58863,9.374166,12.08,9727.987,53.47563,2496.228,1366.48,1129.749
Colombia,2010,18972.1,7689.307,40.52954,3561.318,18.77134,100.5,3810.94,20.08707,88.59162,11599.84,61.14159,83.15662,11282.79,59.47046,87.0492,52.99817,15.70083,21517.77,9119.183,12398.58,89.89059,55.34069,9.0075,11.84167,10319.17,54.39128,2545.667,1429.876,1115.79
Colombia,2011,19719.4,8053.671,40.84136,3634.304,18.43009,102.5596,4101.556,20.7996,95.34749,11983.54,60.77031,85.90724,11665.73,59.15864,90.478,54.34921,14.50083,22125.68,9414.93,12710.75,92.43015,55.40972,8.23,10.895,10841.05,54.97659,2406.283,1361.259,1045.024
Colombia,2012,20397.03,8447.523,41.41547,3622.425,17.75957,102.2244,4241.758,20.79596,98.6067,12532.84,61.44447,89.84507,11949.5,58.58453,93.58714,54.10563,13.79833,22772.32,9798.66,12973.66,95.1315,54.3371,7.898334,10.43417,11063.6,54.24123,2375.299,1351.137,1024.162
Colombia,2013,20785.21,8660.307,41.6657,3549.319,17.07617,100.1614,4085.289,19.65478,94.96933,13150.61,63.26905,94.27368,12124.91,58.3343,95.36826,52.59451,12.73417,23016.82,9921.3,13095.52,96.15287,53.72846,7.4175,9.705833,11069.37,53.25599,2231.602,1260.993,970.608
Colombia,2014,21249.99,8881.407,41.79488,3495.36,16.44876,98.63864,4223.717,19.87633,98.18732,13530.91,63.67492,97,12368.58,58.20512,97.50077,51.17788,12.00333,23390.81,10089.9,13300.91,97.71523,53.23745,7.0175,9.166667,11130.03,52.37666,2140.822,1208.49,932.3312
Colombia,2015,21794.69,9144.447,41.95723,3543.601,16.25901,100,4301.693,19.73735,100,13949.39,64.00364,100,12650.24,58.04277,100,50.39493,11.84917,23937.73,10371.64,13566.09,100,52.88057,6.754167,8.960834,11297.86,51.83766,2143.044,1227.195,915.8487
